@context,@id,@type/0,@type/1,o:id,o:is_public,o:owner/@id,o:owner/o:id,o:resource_class/@id,o:resource_class/o:id,o:resource_template/@id,o:resource_template/o:id,o:thumbnail,o:created/@value,o:created/@type/0,o:modified/@value,o:modified/@type/0,o:item_set/0/@id,o:item_set/0/o:id,dcterms:title/0/type,dcterms:title/0/property_id,dcterms:title/0/property_label,dcterms:title/0/is_public,dcterms:title/0/@value,dcterms:identifier/0/type,dcterms:identifier/0/property_id,dcterms:identifier/0/property_label,dcterms:identifier/0/is_public,dcterms:identifier/0/@value,foaf:firstName/0/type,foaf:firstName/0/property_id,foaf:firstName/0/property_label,foaf:firstName/0/is_public,foaf:firstName/0/@value,foaf:lastName/0/type,foaf:lastName/0/property_id,foaf:lastName/0/property_label,foaf:lastName/0/is_public,foaf:lastName/0/@value,schema:foundingDate/0/type,schema:foundingDate/0/property_id,schema:foundingDate/0/property_label,schema:foundingDate/0/is_public,schema:foundingDate/0/@value,dcterms:description/0/type,dcterms:description/0/property_id,dcterms:description/0/property_label,dcterms:description/0/is_public,dcterms:description/0/@value,foaf:status/0/type,foaf:status/0/property_id,foaf:status/0/property_label,foaf:status/0/is_public,foaf:status/0/@value,relationship:knowsOf/0/type,relationship:knowsOf/0/property_id,relationship:knowsOf/0/property_label,relationship:knowsOf/0/is_public,relationship:knowsOf/0/@value,schema:homeLocation/0/type,schema:homeLocation/0/property_id,schema:homeLocation/0/property_label,schema:homeLocation/0/is_public,schema:homeLocation/0/@id,schema:homeLocation/0/value_resource_id,schema:homeLocation/0/value_resource_name,schema:homeLocation/0/url,schema:homeLocation/0/display_title,dcterms:isReferencedBy/0/type,dcterms:isReferencedBy/0/property_id,dcterms:isReferencedBy/0/property_label,dcterms:isReferencedBy/0/is_public,dcterms:isReferencedBy/0/@value,relationship:knowsOf/0/@id,relationship:knowsOf/0/value_resource_id,relationship:knowsOf/0/value_resource_name,relationship:knowsOf/0/url,relationship:knowsOf/0/display_title,foaf:gender/0/type,foaf:gender/0/property_id,foaf:gender/0/property_label,foaf:gender/0/is_public,foaf:gender/0/@value,schema:foundingDate/0/@type/0,bio:position/0/type,bio:position/0/property_id,bio:position/0/property_label,bio:position/0/is_public,bio:position/0/@value,o:item_set/1/@id,o:item_set/1/o:id,relationship:spouseOf/0/type,relationship:spouseOf/0/property_id,relationship:spouseOf/0/property_label,relationship:spouseOf/0/is_public,relationship:spouseOf/0/@id,relationship:spouseOf/0/value_resource_id,relationship:spouseOf/0/value_resource_name,relationship:spouseOf/0/url,relationship:spouseOf/0/display_title,dcterms:isReferencedBy/0/@id,relationship:knowsOf/1/type,relationship:knowsOf/1/property_id,relationship:knowsOf/1/property_label,relationship:knowsOf/1/is_public,relationship:knowsOf/1/@id,relationship:knowsOf/1/value_resource_id,relationship:knowsOf/1/value_resource_name,relationship:knowsOf/1/url,relationship:knowsOf/1/display_title,bio:witness/0/type,bio:witness/0/property_id,bio:witness/0/property_label,bio:witness/0/is_public,bio:witness/0/@value,o:item_set/2/@id,o:item_set/2/o:id,relationship:childOf/0/type,relationship:childOf/0/property_id,relationship:childOf/0/property_label,relationship:childOf/0/is_public,relationship:childOf/0/@value
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2080,o:Item,dcterms:Agent,2080,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Patrick Barnes,literal,10,Identifier,true,PC001,literal,139,firstName,true,Patrick,literal,140,lastName,true,Barnes,literal,714,foundingDate,true,1797-08-15,literal,4,Description,true,blacksmith,literal,184,status,true,free ,literal,229,Knows Of,true,knows of Ambrose Marechal NJ022,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/1120,1120,items,,Abroad,literal,35,Is Referenced By,true,MPA-30-3-Marechal-PatrickBarnes-Contract-1797-08-15.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2081,o:Item,dcterms:Agent,2081,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Old Free Abraham,literal,10,Identifier,true,PC002,literal,139,firstName,true,Abraham,,,,,,literal,714,foundingDate,true,1810-04-06,literal,4,Description,true,buying food and breaking flax,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1810.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2082,o:Item,dcterms:Agent,2082,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2019-02-20T14:40:06+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Free Nacy,literal,10,Identifier,true,PC003,literal,139,firstName,true,Nacy,,,,,,numeric:timestamp,714,foundingDate,true,1810-05-10,,,,,,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1810.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,customvocab:3,125,gender,true,male,http://www.w3.org/2001/XMLSchema#date,literal,190,Position,true,plows and mending of tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2083,o:Item,dcterms:Agent,2083,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Dick,literal,10,Identifier,true,PC004,literal,139,firstName,true,Dick,,,,,,literal,714,foundingDate,true,1810-06-05,literal,4,Description,true,"buying food, shoes, and files; working sawing planks and rafters",literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1810.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2084,o:Item,dcterms:Agent,2084,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Gabe,literal,10,Identifier,true,PC005,literal,139,firstName,true,Gabe,,,,,,literal,714,foundingDate,true,1810-06-05,literal,4,Description,true,"buying food, shoes, and files; working sawing planks and rafters",literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1810.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2085,o:Item,dcterms:Agent,2085,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Free Charles,literal,10,Identifier,true,PC006,literal,139,firstName,true,Charles,,,,,,literal,714,foundingDate,true,1813,literal,4,Description,true,buying clothes and paid for cutting wood and digging ditches,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2086,o:Item,dcterms:Agent,2086,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,George,literal,10,Identifier,true,PC007,literal,139,firstName,true,George,,,,,,literal,714,foundingDate,true,1812-01-01,literal,4,Description,true,buying shoes and stockings and cloth and described as hirelings,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2087,o:Item,dcterms:Agent,2087,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Phillip,literal,10,Identifier,true,PC008,literal,139,firstName,true,Phillip,,,,,,literal,714,foundingDate,true,1812-01-01,literal,4,Description,true,buying shoes and stockings and cloth and described as hirelings,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2088,o:Item,dcterms:Agent,2088,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Ignatius,literal,10,Identifier,true,PC009,literal,139,firstName,true,Ignatius,,,,,,literal,714,foundingDate,true,1812-01-01,literal,4,Description,true,buying shoes and stockings and cloth and described as hirelings,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://jesuitplantationproject.org/api-context,http://jesuitplantationproject.org/api/items/2089,o:Item,dcterms:Agent,2089,true,http://jesuitplantationproject.org/api/users/1,1,http://jesuitplantationproject.org/api/resource_classes/1,1,http://jesuitplantationproject.org/api/resource_templates/2,2,,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,2018-01-04T13:47:30+00:00,http://www.w3.org/2001/XMLSchema#dateTime,http://jesuitplantationproject.org/api/item_sets/10,10,literal,1,Title,true,Bill,literal,10,Identifier,true,PC010,literal,139,firstName,true,Bill,,,,,,literal,714,foundingDate,true,1812-01-01,literal,4,Description,true,buying shoes and stockings and cloth and described as hirelings,literal,184,status,true,free ,resource,229,Knows Of,true,,resource,818,homeLocation,true,http://jesuitplantationproject.org/api/items/3,3,items,,St. Inigoe's Manor,literal,35,Is Referenced By,true,MPA-43-3-StInigoesBlacksmithAcct-1811-1814.json,http://jesuitplantationproject.org/api/items/995,995,items,,Joseph Mobberly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
